瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),嚼档(%),刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),秦搁扁拘(hPa),老炼(hr),老荤(MJ/m2),利汲(cm),矫沥(10m)
192,柳林,2016-02-04 02:00,-5.7,,.4,80,3.2,-8.6,1023.8,1027.7,,,,1000
192,柳林,2016-02-04 03:00,-6.5,,.5,81,3,-9.2,1023.1,1027.1,,,,1000
192,柳林,2016-02-04 04:00,-7,,.2,82,3,-9.5,1022.6,1026.6,,,,900
192,柳林,2016-02-04 05:00,-6.5,,1.1,84,3.2,-8.7,1022.6,1026.6,,,,900
192,柳林,2016-02-04 06:00,-7.1,,.2,84,3,-9.3,1022.7,1026.7,,,,800
192,柳林,2016-02-04 07:00,-7.7,,0,84,2.9,-9.9,1023.2,1027.2,,,,600
192,柳林,2016-02-04 08:00,-7.1,,.2,84,3,-9.3,1023.8,1027.8,.1,.04,,800
192,柳林,2016-02-04 09:00,-3,,.1,77,3.8,-6.4,1024,1027.9,1,.36,,900
192,柳林,2016-02-04 10:00,-.7,,.6,62,3.6,-7,1023.5,1027.4,1,.67,,1300
192,柳林,2016-02-04 11:00,1.2,,1.2,43,2.9,-10,1023.3,1027.1,1,.76,,1200
192,柳林,2016-02-04 12:00,3.7,,.7,30,2.4,-12.3,1021.7,1025.5,.4,.84,,1500
192,柳林,2016-02-04 13:00,4.5,,.9,30,2.5,-11.6,1020.8,1024.6,0,.66,,1800
192,柳林,2016-02-04 14:00,6.2,,1.9,27,2.6,-11.4,1020.1,1023.9,.9,1.09,,1900
192,柳林,2016-02-04 15:00,7.2,,.7,23,2.3,-12.6,1019.3,1023,1,1.07,,2000
192,柳林,2016-02-04 16:00,7.5,,.9,21,2.2,-13.4,1018.9,1022.6,.8,.73,,2000
192,柳林,2016-02-04 17:00,6.6,,.9,22,2.1,-13.6,1019,1022.7,.1,.29,,2000
192,柳林,2016-02-04 18:00,4,,.5,35,2.8,-10.1,1019.4,1023.2,0,.09,,1900
192,柳林,2016-02-04 19:00,1.5,,.4,48,3.3,-8.3,1019.8,1023.6,,,,1700
192,柳林,2016-02-04 20:00,1.1,,.6,53,3.5,-7.4,1020.3,1024.1,,,,2000
192,柳林,2016-02-04 21:00,-1.5,,.3,58,3.2,-8.7,1020.9,1024.8,,,,1800
192,柳林,2016-02-04 22:00,3.3,,3.4,35,2.7,-10.7,1020.8,1024.6,,,,1300
192,柳林,2016-02-04 23:00,2.9,,1.4,33,2.5,-11.8,1020.7,1024.5,,,,1500
192,柳林,2016-02-05 00:00,1.2,,.6,39,2.6,-11.2,1020.7,1024.5,,,,1600
192,柳林,2016-02-05 01:00,-.7,,.9,55,3.2,-8.6,1020.7,1024.6,,,,1400
192,柳林,2016-02-05 02:00,-2.1,,.6,66,3.5,-7.6,1020.9,1024.8,,,,1100
192,柳林,2016-02-05 03:00,-3.6,,.4,74,3.5,-7.5,1021.1,1025,,,,1000
192,柳林,2016-02-05 04:00,-4.6,,.1,77,3.3,-8,1020.8,1024.7,,,,1000
192,柳林,2016-02-05 05:00,-4.7,,.5,77,3.3,-8.1,1020.2,1024.1,,,,1200
192,柳林,2016-02-05 06:00,-5.5,,.1,80,3.2,-8.4,1020.1,1024,,,,1000
192,柳林,2016-02-05 07:00,-6.2,,0,81,3.1,-8.9,1020.2,1024.1,,,,1000
192,柳林,2016-02-05 08:00,-5.7,,.1,81,3.2,-8.4,1020.2,1024.1,.2,.04,,500
192,柳林,2016-02-05 09:00,-1.8,,.9,69,3.7,-6.7,1020.2,1024.1,1,.59,,1100
192,柳林,2016-02-05 10:00,1.9,,.8,44,3.1,-9,1020.3,1024.1,1,1.09,,1900
192,柳林,2016-02-05 11:00,4.7,,1,21,1.8,-15.8,1019.6,1023.4,1,1.27,,2000
192,柳林,2016-02-05 12:00,6.3,,1,17,1.6,-17,1019.1,1022.9,1,1.45,,2000
192,柳林,2016-02-05 13:00,7.7,,1.6,12,1.3,-20,1017.8,1021.5,1,1.58,,2000
192,柳林,2016-02-05 14:00,8.8,,1.2,12,1.4,-19.1,1016.9,1020.6,1,1.51,,2000
192,柳林,2016-02-05 15:00,9.6,,1.6,11,1.3,-19.5,1016.4,1020.1,1,1.29,,2000
192,柳林,2016-02-05 16:00,8.7,,1.7,11,1.2,-20.2,1016.3,1020,1,.92,,2000
192,柳林,2016-02-05 17:00,7.5,,2.1,12,1.2,-20.1,1016.5,1020.2,1,.48,,2000
192,柳林,2016-02-05 18:00,5.7,,2.6,15,1.4,-19,1016.8,1020.6,.4,.1,,2000
192,柳林,2016-02-05 19:00,4.2,,1.4,24,2,-14.6,1017,1020.8,,,,2000
192,柳林,2016-02-05 20:00,3.2,,1.7,25,1.9,-14.9,1017.5,1021.3,,,,2000
192,柳林,2016-02-05 21:00,2.1,,1.1,31,2.2,-13.3,1018,1021.8,,,,2000
192,柳林,2016-02-05 22:00,-.4,,.3,43,2.6,-11.4,1018.5,1022.3,,,,2000
192,柳林,2016-02-05 23:00,-.1,,1.4,48,2.9,-9.8,1018.6,1022.4,,,,2000
192,柳林,2016-02-06 00:00,-2.6,,.3,58,2.9,-9.7,1018.7,1022.6,,,,1900
192,柳林,2016-02-06 01:00,-3,,.2,64,3.1,-8.8,1018.4,1022.3,,,,1800
192,柳林,2016-02-06 02:00,-3.9,,0,66,3,-9.3,1018.4,1022.3,,,,2000
192,柳林,2016-02-06 03:00,-4,,.2,70,3.2,-8.6,1018.3,1022.2,,,,1900
192,柳林,2016-02-06 04:00,-4.9,,.2,74,3.1,-8.8,1017.9,1021.8,,,,1800
192,柳林,2016-02-06 05:00,-5.4,,.5,76,3.1,-8.9,1018.3,1022.2,,,,1700
192,柳林,2016-02-06 06:00,-6.2,,.1,78,3,-9.4,1018.1,1022,,,,1700
192,柳林,2016-02-06 07:00,-5.7,,.5,79,3.2,-8.7,1018.2,1022.1,,,,1700
192,柳林,2016-02-06 08:00,-5.6,,.2,78,3.1,-8.8,1018.6,1022.5,.2,.04,,1500
192,柳林,2016-02-06 09:00,-1.6,,.4,67,3.6,-6.9,1018.8,1022.7,1,.48,,1800
192,柳林,2016-02-06 10:00,1.6,,.5,50,3.4,-7.7,1018.5,1022.3,1,1.02,,1800
192,柳林,2016-02-06 11:00,2.9,,1.5,36,2.7,-10.7,1018.2,1022,1,1.25,,2000
192,柳林,2016-02-06 12:00,4.5,,1.2,31,2.6,-11.2,1017.6,1021.4,1,1.47,,1900
192,柳林,2016-02-06 13:00,5.1,,1.7,29,2.5,-11.5,1017.1,1020.9,1,1.58,,2000
192,柳林,2016-02-06 14:00,5.3,,2,25,2.2,-13.1,1016.8,1020.6,1,1.54,,2000
192,柳林,2016-02-06 15:00,5.7,,2.3,24,2.2,-13.3,1016.4,1020.2,1,1.36,,2000
192,柳林,2016-02-06 16:00,4.9,,4.4,24,2.1,-14,1016.4,1020.2,1,1,,2000
192,柳林,2016-02-06 17:00,3.5,,3.9,28,2.2,-13.3,1017,1020.8,1,.55,,2000
192,柳林,2016-02-06 18:00,2.2,,4.1,31,2.2,-13.2,1017.6,1021.4,.5,.11,,2000
192,柳林,2016-02-06 19:00,1.2,,4,35,2.3,-12.6,1018.4,1022.2,0,0,,2000
192,柳林,2016-02-06 20:00,.6,,4.2,38,2.4,-12.1,1019.4,1023.2,,,,2000
192,柳林,2016-02-06 21:00,-.1,,3,39,2.4,-12.4,1019.9,1023.7,,,,2000
192,柳林,2016-02-06 22:00,-.7,,3.3,40,2.3,-12.6,1020.2,1024.1,,,,2000
192,柳林,2016-02-06 23:00,-1.4,,1.7,40,2.2,-13.2,1020.7,1024.6,,,,2000
192,柳林,2016-02-07 00:00,-2.8,,.7,46,2.3,-12.8,1021,1024.9,,,,2000
192,柳林,2016-02-07 01:00,-4.3,,.3,56,2.5,-11.7,1020.9,1024.8,,,,2000
192,柳林,2016-02-07 02:00,-5.8,,.2,64,2.5,-11.5,1020.8,1024.7,,,,2000
192,柳林,2016-02-07 03:00,-6.6,,.1,68,2.5,-11.5,1020.8,1024.7,,,,1800
192,柳林,2016-02-07 04:00,-7.5,,.3,69,2.4,-12.2,1020.6,1024.6,,,,1800
192,柳林,2016-02-07 05:00,-7.8,,.2,72,2.5,-11.9,1020.4,1024.4,,,,1700
192,柳林,2016-02-07 06:00,-8.4,,.6,75,2.4,-12,1020.3,1024.3,,,,1600
192,柳林,2016-02-07 07:00,-8.8,,.1,76,2.4,-12.2,1020.2,1024.2,,,,1300
192,柳林,2016-02-07 08:00,-7.9,,.3,79,2.7,-10.9,1020.7,1024.7,.2,.05,,1200
192,柳林,2016-02-07 09:00,-2.4,,.2,60,3.1,-9.1,1020.9,1024.8,1,.57,,1700
192,柳林,2016-02-07 10:00,-1.1,,.8,39,2.2,-13.3,1020.6,1024.5,1,.98,,1900
192,柳林,2016-02-07 11:00,.7,,1.4,31,2,-14.5,1020.2,1024,1,1.24,,2000
192,柳林,2016-02-07 12:00,2.7,,1.5,29,2.1,-13.6,1019.1,1022.9,1,1.49,,2000
192,柳林,2016-02-07 13:00,4.2,,1.6,28,2.3,-12.7,1017.9,1021.7,1,1.61,,2000
192,柳林,2016-02-07 14:00,5.6,,1.6,25,2.3,-12.9,1017,1020.8,1,1.57,,2000
192,柳林,2016-02-07 15:00,7,,1.4,23,2.3,-12.7,1016.2,1019.9,1,1.36,,2000
192,柳林,2016-02-07 16:00,6.1,,1.9,23,2.2,-13.5,1015.9,1019.6,1,1,,2000
192,柳林,2016-02-07 17:00,5.8,,1.1,21,1.9,-14.9,1015.9,1019.6,1,.57,,2000
192,柳林,2016-02-07 18:00,3.4,,.9,26,2,-14.3,1016.1,1019.9,.5,.12,,2000
192,柳林,2016-02-07 19:00,.4,,.2,40,2.5,-11.6,1016.2,1020,0,0,,1900
192,柳林,2016-02-07 20:00,-1.4,,.5,51,2.8,-10.2,1016.6,1020.5,,,,1900
192,柳林,2016-02-07 21:00,-2.8,,.3,59,2.9,-9.7,1016.8,1020.7,,,,900
192,柳林,2016-02-07 22:00,-3.8,,.4,61,2.8,-10.2,1017.1,1021,,,,1600
192,柳林,2016-02-07 23:00,-4.8,,.1,63,2.7,-10.7,1017.2,1021.1,,,,1600
192,柳林,2016-02-08 00:00,-5.5,,0,67,2.7,-10.6,1016.9,1020.8,,,,1300
192,柳林,2016-02-08 01:00,-6,,.1,69,2.7,-10.7,1017.1,1021,,,,1800
192,柳林,2016-02-08 02:00,-7,,0,71,2.6,-11.3,1016.9,1020.8,,,,1700
192,柳林,2016-02-08 03:00,-7.1,,.3,74,2.7,-10.9,1017,1020.9,,,,1800
192,柳林,2016-02-08 04:00,-7.6,,.1,76,2.6,-11.1,1016.9,1020.8,,,,1500
192,柳林,2016-02-08 05:00,-7.7,,.1,78,2.7,-10.8,1016.5,1020.4,,,,1400
192,柳林,2016-02-08 06:00,-8.1,,.1,80,2.7,-10.9,1017,1021,,,,1500
192,柳林,2016-02-08 07:00,-8.5,,.7,80,2.6,-11.3,1017.2,1021.2,,,,1100
192,柳林,2016-02-08 08:00,-7.2,,.2,82,2.9,-9.7,1017.4,1021.3,.2,.06,,1200
192,柳林,2016-02-08 09:00,-2.9,,.6,73,3.6,-7,1017.6,1021.5,1,.55,,1600
192,柳林,2016-02-08 10:00,.7,,.5,59,3.8,-6.4,1017,1020.8,1,.95,,2000
192,柳林,2016-02-08 11:00,3.2,,1.1,42,3.2,-8.5,1016.8,1020.6,1,1.34,,1900
192,柳林,2016-02-08 12:00,6.1,,2.2,30,2.8,-10.2,1015.7,1019.4,1,1.44,,1900
192,柳林,2016-02-08 13:00,7.4,,3,24,2.5,-11.9,1014.5,1018.2,1,1.55,,1700
192,柳林,2016-02-08 14:00,7.7,,3.6,27,2.8,-10.1,1013.5,1017.2,1,1.43,,1900
192,柳林,2016-02-08 15:00,8.2,,3.5,27,2.9,-9.7,1012.9,1016.6,1,1.18,,1800
192,柳林,2016-02-08 16:00,8.3,,2.5,26.4,2.9,-9.9,1012.5,1016.2,1,.6,,2000
192,柳林,2016-02-08 17:00,8.2,,1.3,27,2.9,-9.7,1012.2,1015.9,1,.5,,1800
192,柳林,2016-02-08 18:00,7.6,,4,20,2.1,-13.9,1012.4,1016.1,.5,.1,,1800
192,柳林,2016-02-08 19:00,6.9,,3,28,2.8,-10.3,1012.4,1016.1,0,0,,1400
192,柳林,2016-02-08 20:00,6.1,,1.5,31,2.9,-9.8,1012.5,1016.2,,,,1500
192,柳林,2016-02-08 21:00,5.8,,1.3,37,3.4,-7.7,1012.6,1016.3,,,,1200
192,柳林,2016-02-08 22:00,5.8,,3.1,38,3.5,-7.4,1012.6,1016.3,,,,1200
192,柳林,2016-02-08 23:00,5.8,,3.4,38,3.5,-7.4,1012.3,1016,,,,1300
192,柳林,2016-02-09 00:00,5.6,,3.6,40,3.6,-6.9,1012.2,1015.9,,,,1200
192,柳林,2016-02-09 01:00,5.9,,2.4,42,3.9,-6,1011.6,1015.3,,,,1100
192,柳林,2016-02-09 02:00,6.7,,3.6,40,3.9,-5.9,1011.8,1015.5,,,,900
192,柳林,2016-02-09 03:00,6.3,,4.6,25,2.4,-12.3,1012.4,1016.1,,,,2000
192,柳林,2016-02-09 04:00,1.9,,.8,40,2.8,-10.3,1013.4,1017.2,,,,1700
192,柳林,2016-02-09 05:00,.5,,1.1,47,3,-9.5,1014.1,1017.9,,,,1200
192,柳林,2016-02-09 06:00,2.7,,2,26,1.9,-14.9,1015.2,1019,,,,1800
192,柳林,2016-02-09 07:00,1.7,,1.1,32,2.2,-13.2,1015.9,1019.7,,,,1800
192,柳林,2016-02-09 08:00,.9,,.9,39,2.5,-11.5,1017,1020.8,.3,.04,,1800
192,柳林,2016-02-09 09:00,4.3,,2,25,2.1,-14,1017.7,1021.5,1,.41,,2000
192,柳林,2016-02-09 10:00,5.2,,2.7,24,2.1,-13.7,1018.1,1021.9,1,.89,,2000
192,柳林,2016-02-09 11:00,6.9,,2.5,22,2.2,-13.4,1018.5,1022.2,1,1.27,,2000
192,柳林,2016-02-09 12:00,7.5,,4.3,17,1.8,-16,1018.1,1021.8,1,1.53,,2000
192,柳林,2016-02-09 13:00,8.8,,4,15,1.7,-16.4,1017.5,1021.2,1,1.66,,2000
192,柳林,2016-02-09 14:00,9.1,,3.7,12,1.4,-18.8,1017.4,1021.1,1,1.61,,2000
192,柳林,2016-02-09 15:00,8.7,,3.9,13,1.5,-18.2,1017.5,1021.2,1,1.41,,2000
192,柳林,2016-02-09 16:00,8.6,,3.8,15,1.7,-16.6,1017.6,1021.3,1,1.07,,2000
192,柳林,2016-02-09 17:00,8.3,,2.5,15,1.6,-16.8,1018.1,1021.8,1,.61,,2000
192,柳林,2016-02-09 18:00,6.6,,1.6,18,1.8,-16,1019.1,1022.8,.6,.14,,2000
192,柳林,2016-02-09 19:00,5.4,,1.4,20,1.8,-15.8,1019.8,1023.6,0,0,,2000
192,柳林,2016-02-09 20:00,2.4,,1.1,29,2.1,-13.8,1020.3,1024.1,,,,2000
192,柳林,2016-02-09 21:00,4.7,,2.8,28,2.4,-12.3,1020.6,1024.4,,,,2000
192,柳林,2016-02-09 22:00,1.4,,.7,38,2.6,-11.4,1020.8,1024.6,,,,2000
192,柳林,2016-02-09 23:00,-.5,,.8,50,3,-9.6,1021.3,1025.2,,,,2000
192,柳林,2016-02-10 00:00,-2,,.2,57,3,-9.3,1021.5,1025.4,,,,2000
192,柳林,2016-02-10 01:00,-3.2,,.1,62,3,-9.4,1021.9,1025.8,,,,2000
192,柳林,2016-02-10 02:00,-4,,.2,67,3,-9.2,1022.2,1026.1,,,,2000
192,柳林,2016-02-10 03:00,-4.7,,0,69,3,-9.5,1022,1025.9,,,,2000
192,柳林,2016-02-10 04:00,-4.9,,.1,70,3,-9.5,1021.5,1025.4,,,,2000
192,柳林,2016-02-10 05:00,-5.4,,.2,74,3,-9.3,1021.6,1025.5,,,,2000
192,柳林,2016-02-10 06:00,-5.6,,.6,76,3.1,-9.1,1021.9,1025.8,,,,1900
192,柳林,2016-02-10 07:00,-5.9,,.5,76,3,-9.4,1023,1026.9,,,,1500
192,柳林,2016-02-10 08:00,-5,,.2,79,3.3,-8,1023.4,1027.3,.3,.07,,1700
192,柳林,2016-02-10 09:00,-.6,,1.1,67,3.9,-5.9,1024.1,1028,1,.56,,1800
192,柳林,2016-02-10 10:00,3.3,,.8,48,3.7,-6.6,1024.5,1028.3,1,.97,,1900
192,柳林,2016-02-10 11:00,5.5,,2.1,36,3.2,-8.4,1024.3,1028.1,1,1.27,,2000
192,柳林,2016-02-10 12:00,6.9,,1.5,28,2.8,-10.3,1023.9,1027.7,1,1.52,,2000
192,柳林,2016-02-10 13:00,8.9,,2.1,22,2.5,-11.7,1022.9,1026.6,1,1.63,,2000
192,柳林,2016-02-10 14:00,10.2,,1.7,17,2.1,-13.8,1021.9,1025.6,1,1.58,,1900
192,柳林,2016-02-10 15:00,11.4,,1.5,16,2.2,-13.5,1021.6,1025.3,1,1.39,,2000
192,柳林,2016-02-10 16:00,11.3,,2,13,1.7,-16.2,1021.9,1025.6,1,1.05,,2000
192,柳林,2016-02-10 17:00,10.4,,1.6,11,1.4,-18.8,1022.3,1026,1,.61,,2000
192,柳林,2016-02-10 18:00,7.8,,1.4,15,1.6,-17.2,1022.8,1026.5,.6,.14,,2000
192,柳林,2016-02-10 19:00,6,,1.2,25,2.3,-12.5,1023.3,1027.1,0,0,,2000
192,柳林,2016-02-10 20:00,2.5,,.2,43,3.1,-8.8,1023.8,1027.6,,,,1500
192,柳林,2016-02-10 21:00,.1,,0,48,3,-9.6,1024.4,1028.3,,,,2000
192,柳林,2016-02-10 22:00,-.5,,.1,54,3.2,-8.6,1024.8,1028.7,,,,1900
192,柳林,2016-02-10 23:00,-1.2,,.1,58,3.2,-8.4,1025,1028.9,,,,2000
192,柳林,2016-02-11 00:00,-1.7,,.3,61,3.3,-8.2,1025,1028.9,,,,2000
192,柳林,2016-02-11 01:00,-1.9,,0,63,3.3,-8,1024.6,1028.5,,,,2000
192,柳林,2016-02-11 02:00,-2.3,,.1,67,3.5,-7.6,1024.8,1028.7,,,,2000
192,柳林,2016-02-11 03:00,-3,,.4,70,3.4,-7.7,1025,1028.9,,,,2000
192,柳林,2016-02-11 04:00,-3,,0,72,3.5,-7.3,1024.7,1028.6,,,,2000
192,柳林,2016-02-11 05:00,-2.5,,.3,71,3.6,-7,1024.7,1028.6,,,,2000
192,柳林,2016-02-11 06:00,-2.3,,.1,69,3.6,-7.2,1025,1028.9,,,,2000
192,柳林,2016-02-11 07:00,-2.5,,.3,70,3.6,-7.2,1025,1028.9,,,,2000
192,柳林,2016-02-11 08:00,-1.9,,.5,70,3.7,-6.6,1025.7,1029.6,.1,.05,,1400
192,柳林,2016-02-11 09:00,1.5,,.6,56,3.8,-6.3,1025.9,1029.7,1,.37,,1900
192,柳林,2016-02-11 10:00,4.2,,.3,49,4.1,-5.5,1025.6,1029.4,1,.68,,1900
192,柳林,2016-02-11 11:00,6.9,,.7,41,4.1,-5.4,1025.2,1029,1,.98,,1900
192,柳林,2016-02-11 12:00,10.7,,.6,36,4.6,-3.7,1024.5,1028.2,1,1.1,,2000
192,柳林,2016-02-11 13:00,12.1,,1.3,38,5.4,-1.8,1023.3,1027,.8,1.13,,2000
192,柳林,2016-02-11 14:00,13.3,,1.8,36,5.5,-1.4,1022.4,1026.1,.7,1.15,,1900
192,柳林,2016-02-11 15:00,13.9,,1.4,37,5.9,-.5,1021.6,1025.2,1,1.12,,2000
